,locale,partition,utt,tokens
6437,ru-RU,train,задай частоту радио,"['задай', 'частоту', 'радио']"
6438,ru-RU,train,включи радиостанцию рок сто шесть и два,"['включи', 'радиостанцию', 'рок', 'сто', 'шесть', 'и', 'два']"
6439,ru-RU,train,включить радио зенит хоккей,"['включить', 'радио', 'зенит', 'хоккей']"
6440,ru-RU,train,включи вчерашнее горячее утреннее шоу девяносто семь,"['включи', 'вчерашнее', 'горячее', 'утреннее', 'шоу', 'девяносто', 'семь']"
6441,ru-RU,train,пожалуйста включи покинула чат на xmtune,"['пожалуйста', 'включи', 'покинула', 'чат', 'на', 'xmtune']"
6442,ru-RU,train,включи европу плюс,"['включи', 'европу', 'плюс']"
6443,ru-RU,train,включи радио европа плюс,"['включи', 'радио', 'европа', 'плюс']"
6444,ru-RU,train,воспроизведи немного легкого рока,"['воспроизведи', 'немного', 'легкого', 'рока']"
6445,ru-RU,train,включи несколько любовных песен,"['включи', 'несколько', 'любовных', 'песен']"
6446,ru-RU,train,включи авторадио в час дня,"['включи', 'авторадио', 'в', 'час', 'дня']"
6447,ru-RU,train,включи все песни из встреча с песней на радио,"['включи', 'все', 'песни', 'из', 'встреча', 'с', 'песней', 'на', 'радио']"
6448,ru-RU,train,включи радио рекорд,"['включи', 'радио', 'рекорд']"
6449,ru-RU,train,включи пожалуйста эхо москвы,"['включи', 'пожалуйста', 'эхо', 'москвы']"
6450,ru-RU,train,я хочу музыку,"['я', 'хочу', 'музыку']"
6451,ru-RU,train,давай включим радио,"['давай', 'включим', 'радио']"
6452,ru-RU,train,найди радио,"['найди', 'радио']"
6453,ru-RU,train,включи райана сикреста на радио в гостиной,"['включи', 'райана', 'сикреста', 'на', 'радио', 'в', 'гостиной']"
6454,ru-RU,train,запусти дорожное радио,"['запусти', 'дорожное', 'радио']"
6455,ru-RU,train,я думаю владимир соловьев должен быть по радио сейчас,"['я', 'думаю', 'владимир', 'соловьев', 'должен', 'быть', 'по', 'радио', 'сейчас']"
6456,ru-RU,train,поставь радио рекорд,"['поставь', 'радио', 'рекорд']"
6457,ru-RU,train,включи пожалуйста одну из запрограммированных станций,"['включи', 'пожалуйста', 'одну', 'из', 'запрограммированных', 'станций']"
6458,ru-RU,train,открой радиочастоту сто три точка четыре,"['открой', 'радиочастоту', 'сто', 'три', 'точка', 'четыре']"
6459,ru-RU,train,запусти радио европа плюс,"['запусти', 'радио', 'европа', 'плюс']"
6460,ru-RU,train,включи хип хоп на радио рекорд,"['включи', 'хип', 'хоп', 'на', 'радио', 'рекорд']"
6461,ru-RU,train,включи ольгу максимову на моём прикроватном радио,"['включи', 'ольгу', 'максимову', 'на', 'моём', 'прикроватном', 'радио']"
6462,ru-RU,train,загрузи доктора ватсона и включи его у моей кровати,"['загрузи', 'доктора', 'ватсона', 'и', 'включи', 'его', 'у', 'моей', 'кровати']"
6463,ru-RU,train,какая сейчас передача на телевидении самая популярная у зрителей,"['какая', 'сейчас', 'передача', 'на', 'телевидении', 'самая', 'популярная', 'у', 'зрителей']"
6464,ru-RU,train,можешь включить музыку пожалуйста,"['можешь', 'включить', 'музыку', 'пожалуйста']"
6465,ru-RU,train,включи радио пожалуйста,"['включи', 'радио', 'пожалуйста']"
6466,ru-RU,train,включи мне авторадио когда там будет передача право руля,"['включи', 'мне', 'авторадио', 'когда', 'там', 'будет', 'передача', 'право', 'руля']"
6467,ru-RU,train,включай радио европа плюс с максимальной громкостью в качестве будильника по утрам,"['включай', 'радио', 'европа', 'плюс', 'с', 'максимальной', 'громкостью', 'в', 'качестве', 'будильника', 'по', 'утрам']"
6468,ru-RU,train,включи радио светлана сурганова,"['включи', 'радио', 'светлана', 'сурганова']"
6469,ru-RU,train,воспроизведи для меня шоу встреча с песней,"['воспроизведи', 'для', 'меня', 'шоу', 'встреча', 'с', 'песней']"
6470,ru-RU,train,хочу воспроизвести музыку,"['хочу', 'воспроизвести', 'музыку']"
6471,ru-RU,train,включи радио зенит,"['включи', 'радио', 'зенит']"
6472,ru-RU,train,включи радио программу,"['включи', 'радио', 'программу']"
6473,ru-RU,train,пожалуйста включи станцию эхо москвы,"['пожалуйста', 'включи', 'станцию', 'эхо', 'москвы']"
6474,ru-RU,train,переключи станцию на сто шесть и два,"['переключи', 'станцию', 'на', 'сто', 'шесть', 'и', 'два']"
6475,ru-RU,train,запусти радио максимум,"['запусти', 'радио', 'максимум']"
6476,ru-RU,train,включи мне король и шут,"['включи', 'мне', 'король', 'и', 'шут']"
6477,ru-RU,train,запусти европу плюс,"['запусти', 'европу', 'плюс']"
6478,ru-RU,train,программа на радио рекорд,"['программа', 'на', 'радио', 'рекорд']"
6479,ru-RU,train,привет привет,"['привет', 'привет']"
6480,ru-RU,train,радио,['радио']
6481,ru-RU,train,воспроизведи ольгу максимову,"['воспроизведи', 'ольгу', 'максимову']"
6482,ru-RU,train,я хочу послушать радио шансон,"['я', 'хочу', 'послушать', 'радио', 'шансон']"
6483,ru-RU,train,можешь включить александра кукеса,"['можешь', 'включить', 'александра', 'кукеса']"
6484,ru-RU,train,можешь включить программу стилавина на радио максимум,"['можешь', 'включить', 'программу', 'стилавина', 'на', 'радио', 'максимум']"
6485,ru-RU,train,европа плюс,"['европа', 'плюс']"
6486,ru-RU,train,включи эльдорадио на сто два и восемь,"['включи', 'эльдорадио', 'на', 'сто', 'два', 'и', 'восемь']"
6487,ru-RU,train,алекса включи радио европа плюс на радиоприёмнике,"['алекса', 'включи', 'радио', 'европа', 'плюс', 'на', 'радиоприёмнике']"
6488,ru-RU,train,alexa включи радио рекорд,"['alexa', 'включи', 'радио', 'рекорд']"
6489,ru-RU,train,включи европу плюс,"['включи', 'европу', 'плюс']"
6490,ru-RU,train,включи радио рекорд,"['включи', 'радио', 'рекорд']"
6491,ru-RU,train,хочу чтобы ты включил радио,"['хочу', 'чтобы', 'ты', 'включил', 'радио']"
6492,ru-RU,train,можешь пожалуйста включить радио,"['можешь', 'пожалуйста', 'включить', 'радио']"
6493,ru-RU,train,воспроизведи истеричку,"['воспроизведи', 'истеричку']"
6494,ru-RU,train,открой pandora приложение и включи станцию радио рекорд на радио,"['открой', 'pandora', 'приложение', 'и', 'включи', 'станцию', 'радио', 'рекорд', 'на', 'радио']"
6495,ru-RU,train,включи европа плюс в pandora,"['включи', 'европа', 'плюс', 'в', 'pandora']"
6496,ru-RU,train,открой pandora и включи эльдорадио,"['открой', 'pandora', 'и', 'включи', 'эльдорадио']"
6497,ru-RU,train,включи радио максимум,"['включи', 'радио', 'максимум']"
6498,ru-RU,train,какая частота у радио европа плюс,"['какая', 'частота', 'у', 'радио', 'европа', 'плюс']"
6499,ru-RU,train,включи сто семь и восемь ф. м. пожалуйста,"['включи', 'сто', 'семь', 'и', 'восемь', 'ф.', 'м.', 'пожалуйста']"
6500,ru-RU,train,покажи мне предстоящие программы на европе плюс,"['покажи', 'мне', 'предстоящие', 'программы', 'на', 'европе', 'плюс']"
6501,ru-RU,train,я хочу встречу с песней на радио на кухне,"['я', 'хочу', 'встречу', 'с', 'песней', 'на', 'радио', 'на', 'кухне']"
6502,ru-RU,train,включи музыку кое какого композитора даю небольшой намёк об альбоме,"['включи', 'музыку', 'кое', 'какого', 'композитора', 'даю', 'небольшой', 'намёк', 'об', 'альбоме']"
6503,ru-RU,train,включи программу новостей,"['включи', 'программу', 'новостей']"
6504,ru-RU,train,пожалуйста прочитай текст который я только что получил в мессенджере,"['пожалуйста', 'прочитай', 'текст', 'который', 'я', 'только', 'что', 'получил', 'в', 'мессенджере']"
6505,ru-RU,train,играй последний эпизод равные среди первых,"['играй', 'последний', 'эпизод', 'равные', 'среди', 'первых']"
6506,ru-RU,train,настройся на утреннее шоу русского радио пожалуйста,"['настройся', 'на', 'утреннее', 'шоу', 'русского', 'радио', 'пожалуйста']"
6507,ru-RU,train,я хочу услышать евро хит топ двадцать на европе плюс,"['я', 'хочу', 'услышать', 'евро', 'хит', 'топ', 'двадцать', 'на', 'европе', 'плюс']"
6508,ru-RU,train,включи радио и воспроизведи радио рекорд,"['включи', 'радио', 'и', 'воспроизведи', 'радио', 'рекорд']"
6509,ru-RU,train,пожалуйста включи утреннее шоу на сто семь и восемь ф. м.,"['пожалуйста', 'включи', 'утреннее', 'шоу', 'на', 'сто', 'семь', 'и', 'восемь', 'ф.', 'м.']"
6510,ru-RU,train,можешь найти шоу утренние подснежники на радио максимум,"['можешь', 'найти', 'шоу', 'утренние', 'подснежники', 'на', 'радио', 'максимум']"
6511,ru-RU,train,я хочу послушать акустику на европе плюс,"['я', 'хочу', 'послушать', 'акустику', 'на', 'европе', 'плюс']"
6512,ru-RU,train,я хотел бы услышать rush limbaugh на радио европа плюс,"['я', 'хотел', 'бы', 'услышать', 'rush', 'limbaugh', 'на', 'радио', 'европа', 'плюс']"
6513,ru-RU,train,открой pandora и включи музыку для тренировки,"['открой', 'pandora', 'и', 'включи', 'музыку', 'для', 'тренировки']"
6514,ru-RU,train,olly открой spotify и открой тренировку,"['olly', 'открой', 'spotify', 'и', 'открой', 'тренировку']"
6515,ru-RU,train,включи радио с рок музыкой,"['включи', 'радио', 'с', 'рок', 'музыкой']"
6516,ru-RU,train,запусти радио максимум,"['запусти', 'радио', 'максимум']"
6517,ru-RU,train,включи сто шесть и два,"['включи', 'сто', 'шесть', 'и', 'два']"
6518,ru-RU,train,по радио,"['по', 'радио']"
6519,ru-RU,train,перейди на радиостанцию,"['перейди', 'на', 'радиостанцию']"
6520,ru-RU,train,включи европу плюс,"['включи', 'европу', 'плюс']"
6521,ru-RU,train,иди на sirius и включи канал европа плюс,"['иди', 'на', 'sirius', 'и', 'включи', 'канал', 'европа', 'плюс']"
6522,ru-RU,train,я хочу послушать первую программу на европе плюс,"['я', 'хочу', 'послушать', 'первую', 'программу', 'на', 'европе', 'плюс']"
6523,ru-RU,train,olly включи netflix на моей p s четыре,"['olly', 'включи', 'netflix', 'на', 'моей', 'p', 's', 'четыре']"
6524,ru-RU,train,olly включи хороший фильм на моём телевизоре,"['olly', 'включи', 'хороший', 'фильм', 'на', 'моём', 'телевизоре']"
6525,ru-RU,train,играй хороший фильм на моём телевизоре,"['играй', 'хороший', 'фильм', 'на', 'моём', 'телевизоре']"
6526,ru-RU,train,olly сыграй мне оптимистичную песню через колонки,"['olly', 'сыграй', 'мне', 'оптимистичную', 'песню', 'через', 'колонки']"
6527,ru-RU,train,используй эту программу,"['используй', 'эту', 'программу']"
6528,ru-RU,train,открой эту программу,"['открой', 'эту', 'программу']"
6529,ru-RU,train,я хочу послушать радио рекорд,"['я', 'хочу', 'послушать', 'радио', 'рекорд']"
6530,ru-RU,train,перемотай аудиокнигу на тридцать секунд,"['перемотай', 'аудиокнигу', 'на', 'тридцать', 'секунд']"
6531,ru-RU,train,воспроизведи аудиокнигу,"['воспроизведи', 'аудиокнигу']"
6532,ru-RU,train,пожалуйста продолжи играть войну и мир льва толстого,"['пожалуйста', 'продолжи', 'играть', 'войну', 'и', 'мир', 'льва', 'толстого']"
6533,ru-RU,train,я хочу закончить слушать книгу тысяча девятьсот восемьдесят четвёртый с того места где я остановился,"['я', 'хочу', 'закончить', 'слушать', 'книгу', 'тысяча', 'девятьсот', 'восемьдесят', 'четвёртый', 'с', 'того', 'места', 'где', 'я', 'остановился']"
6534,ru-RU,train,перезапустить войну и мир,"['перезапустить', 'войну', 'и', 'мир']"
6535,ru-RU,train,начни воспроизведение войны и мира где я в прошлый раз остановился,"['начни', 'воспроизведение', 'войны', 'и', 'мира', 'где', 'я', 'в', 'прошлый', 'раз', 'остановился']"
6536,ru-RU,train,возобновить воспроизведение герой нашего времени,"['возобновить', 'воспроизведение', 'герой', 'нашего', 'времени']"
6537,ru-RU,train,можешь включить мою любимую аудиокнигу ревизор,"['можешь', 'включить', 'мою', 'любимую', 'аудиокнигу', 'ревизор']"
6538,ru-RU,train,возобновить аудиокнигу которую я слушал последней,"['возобновить', 'аудиокнигу', 'которую', 'я', 'слушал', 'последней']"
6539,ru-RU,train,читай мне дальше героя нашего времени с того места где я последний раз остановился,"['читай', 'мне', 'дальше', 'героя', 'нашего', 'времени', 'с', 'того', 'места', 'где', 'я', 'последний', 'раз', 'остановился']"
6540,ru-RU,train,включи мне отцов и детей с места где я остановился в прошлый раз olly,"['включи', 'мне', 'отцов', 'и', 'детей', 'с', 'места', 'где', 'я', 'остановился', 'в', 'прошлый', 'раз', 'olly']"
6541,ru-RU,train,воспроизведи книгу,"['воспроизведи', 'книгу']"
6542,ru-RU,train,возобнови аудиокнигу,"['возобнови', 'аудиокнигу']"
6543,ru-RU,train,продолжить чтение,"['продолжить', 'чтение']"
6544,ru-RU,train,продолжи войну и мир,"['продолжи', 'войну', 'и', 'мир']"
6545,ru-RU,train,воспроизведи книгу герой нашего времени,"['воспроизведи', 'книгу', 'герой', 'нашего', 'времени']"
6546,ru-RU,train,начать проигрывание опять,"['начать', 'проигрывание', 'опять']"
6547,ru-RU,train,прерви паузу в аудиокниге история рима,"['прерви', 'паузу', 'в', 'аудиокниге', 'история', 'рима']"
6548,ru-RU,train,воспроизведи азазель бориса акунина,"['воспроизведи', 'азазель', 'бориса', 'акунина']"
6549,ru-RU,train,возобновить воспроизведение героя нашего времени,"['возобновить', 'воспроизведение', 'героя', 'нашего', 'времени']"
6550,ru-RU,train,продолжить чтение ревизора для меня,"['продолжить', 'чтение', 'ревизора', 'для', 'меня']"
6551,ru-RU,train,продолжи воспроизведение моей последней аудиокниги,"['продолжи', 'воспроизведение', 'моей', 'последней', 'аудиокниги']"
6552,ru-RU,train,включить аудиокнигу пиковая дама с места где я остановился,"['включить', 'аудиокнигу', 'пиковая', 'дама', 'с', 'места', 'где', 'я', 'остановился']"
6553,ru-RU,train,я хочу послушать книгу написанную матерью колумбайнского стрелка,"['я', 'хочу', 'послушать', 'книгу', 'написанную', 'матерью', 'колумбайнского', 'стрелка']"
6554,ru-RU,train,я хочу послушать книгу льва толстого,"['я', 'хочу', 'послушать', 'книгу', 'льва', 'толстого']"
6555,ru-RU,train,можешь поставить мне мою последнюю аудиокнигу,"['можешь', 'поставить', 'мне', 'мою', 'последнюю', 'аудиокнигу']"
6556,ru-RU,train,хочу дальше слушать аудиокнигу с того же места где остановился,"['хочу', 'дальше', 'слушать', 'аудиокнигу', 'с', 'того', 'же', 'места', 'где', 'остановился']"
6557,ru-RU,train,начни с последнего раза в моей аудиокниге,"['начни', 'с', 'последнего', 'раза', 'в', 'моей', 'аудиокниге']"
6558,ru-RU,train,пожалуйста включи ягода малинка из папки с музыкой,"['пожалуйста', 'включи', 'ягода', 'малинка', 'из', 'папки', 'с', 'музыкой']"
6559,ru-RU,train,можешь остановить и перемотать аудио а затем возобновить,"['можешь', 'остановить', 'и', 'перемотать', 'аудио', 'а', 'затем', 'возобновить']"
6560,ru-RU,train,я хочу чтобы ты перемотал трек вперёд а затем включил,"['я', 'хочу', 'чтобы', 'ты', 'перемотал', 'трек', 'вперёд', 'а', 'затем', 'включил']"
6561,ru-RU,train,включи аудиокнигу война и мир,"['включи', 'аудиокнигу', 'война', 'и', 'мир']"
6562,ru-RU,train,включи рок,"['включи', 'рок']"
6563,ru-RU,train,играй остров сокровищ,"['играй', 'остров', 'сокровищ']"
6564,ru-RU,train,вернись к острову сокровищ,"['вернись', 'к', 'острову', 'сокровищ']"
6565,ru-RU,train,возобнови ревизор,"['возобнови', 'ревизор']"
6566,ru-RU,train,возобновить ревизор книга один,"['возобновить', 'ревизор', 'книга', 'один']"
6567,ru-RU,train,включи аудиокнигу снова,"['включи', 'аудиокнигу', 'снова']"
6568,ru-RU,train,продолжи читать аудиокнигу,"['продолжи', 'читать', 'аудиокнигу']"
6569,ru-RU,train,перезапусти аудиокнигу,"['перезапусти', 'аудиокнигу']"
6570,ru-RU,train,пожалуйста сыграй мою музыку,"['пожалуйста', 'сыграй', 'мою', 'музыку']"
6571,ru-RU,train,пожалуйста возобнови мою музыку,"['пожалуйста', 'возобнови', 'мою', 'музыку']"
6572,ru-RU,train,пожалуйста включи мою музыку,"['пожалуйста', 'включи', 'мою', 'музыку']"
6573,ru-RU,train,сыграй статского советника,"['сыграй', 'статского', 'советника']"
6574,ru-RU,train,возобнови недавнию аудиокнигу,"['возобнови', 'недавнию', 'аудиокнигу']"
6575,ru-RU,train,пожалуйста играй мне мои любимые поп песни из моего списка,"['пожалуйста', 'играй', 'мне', 'мои', 'любимые', 'поп', 'песни', 'из', 'моего', 'списка']"
6576,ru-RU,train,я хочу чтобы ты включила мою любимую песню виктора цоя,"['я', 'хочу', 'чтобы', 'ты', 'включила', 'мою', 'любимую', 'песню', 'виктора', 'цоя']"
6577,ru-RU,train,возобновить воспроизведение аудиокниги,"['возобновить', 'воспроизведение', 'аудиокниги']"
6578,ru-RU,train,продолжи воспроизведение аудиокниги,"['продолжи', 'воспроизведение', 'аудиокниги']"
6579,ru-RU,train,продолжи воспроизведение аудиокниги,"['продолжи', 'воспроизведение', 'аудиокниги']"
6580,ru-RU,train,возобнови аудио,"['возобнови', 'аудио']"
6581,ru-RU,train,включи аудио,"['включи', 'аудио']"
6582,ru-RU,train,продолжи войну и мир,"['продолжи', 'войну', 'и', 'мир']"
6583,ru-RU,train,продолжить прослушивание доктора живаго,"['продолжить', 'прослушивание', 'доктора', 'живаго']"
6584,ru-RU,train,использую дистанционный пульт,"['использую', 'дистанционный', 'пульт']"
6585,ru-RU,train,использование кнопки воспроизведение пауза,"['использование', 'кнопки', 'воспроизведение', 'пауза']"
6586,ru-RU,train,используя временные настройки,"['используя', 'временные', 'настройки']"
6587,ru-RU,train,возобновить девчата,"['возобновить', 'девчата']"
6588,ru-RU,train,olly можешь включить герой нашего времени,"['olly', 'можешь', 'включить', 'герой', 'нашего', 'времени']"
6589,ru-RU,train,давай послушаем братья карамазовы,"['давай', 'послушаем', 'братья', 'карамазовы']"
6590,ru-RU,train,я хочу продолжить мою аудиокнигу,"['я', 'хочу', 'продолжить', 'мою', 'аудиокнигу']"
6591,ru-RU,train,я хочу включить новую аудиокнигу,"['я', 'хочу', 'включить', 'новую', 'аудиокнигу']"
6592,ru-RU,train,приостанови возобнови,"['приостанови', 'возобнови']"
6593,ru-RU,train,воспроизведи вия николая гоголя,"['воспроизведи', 'вия', 'николая', 'гоголя']"
6594,ru-RU,train,включи евгений онегин,"['включи', 'евгений', 'онегин']"
6595,ru-RU,train,играй герой нашего времени,"['играй', 'герой', 'нашего', 'времени']"
6596,ru-RU,train,включи аудиокнигу дюна,"['включи', 'аудиокнигу', 'дюна']"
6597,ru-RU,train,возобнови историю,"['возобнови', 'историю']"
6598,ru-RU,train,включи ревизор через тридцать минут,"['включи', 'ревизор', 'через', 'тридцать', 'минут']"
6599,ru-RU,train,возобнови аудиокнигу пожалуйста,"['возобнови', 'аудиокнигу', 'пожалуйста']"
6600,ru-RU,train,включи аудиокнигу капитанская дочка,"['включи', 'аудиокнигу', 'капитанская', 'дочка']"
6601,ru-RU,train,включи мою аудиокнигу так где я остановился,"['включи', 'мою', 'аудиокнигу', 'так', 'где', 'я', 'остановился']"
6602,ru-RU,train,возобновить ревизор,"['возобновить', 'ревизор']"
6603,ru-RU,train,воспроизведи книгу ревизор,"['воспроизведи', 'книгу', 'ревизор']"
6604,ru-RU,train,включи заного ревизор,"['включи', 'заного', 'ревизор']"
6605,ru-RU,train,включи герой нашего времени,"['включи', 'герой', 'нашего', 'времени']"
6606,ru-RU,train,проиграй это через пять минут,"['проиграй', 'это', 'через', 'пять', 'минут']"
6607,ru-RU,train,мне нужен перерыв включи через пять минут,"['мне', 'нужен', 'перерыв', 'включи', 'через', 'пять', 'минут']"
6608,ru-RU,train,открой книгу,"['открой', 'книгу']"
6609,ru-RU,train,включи мою книгу,"['включи', 'мою', 'книгу']"
6610,ru-RU,train,включи аудиокнигу которую мы слушали до этого,"['включи', 'аудиокнигу', 'которую', 'мы', 'слушали', 'до', 'этого']"
6611,ru-RU,train,возобнови предыдущую аудиокнигу,"['возобнови', 'предыдущую', 'аудиокнигу']"
6612,ru-RU,train,включи аудиокнигу колобок,"['включи', 'аудиокнигу', 'колобок']"
6613,ru-RU,train,включи войну и мир из аудиокниги,"['включи', 'войну', 'и', 'мир', 'из', 'аудиокниги']"
6614,ru-RU,train,продолжить поминальные песни,"['продолжить', 'поминальные', 'песни']"
6615,ru-RU,train,включи покинула чат с колонки молчат,"['включи', 'покинула', 'чат', 'с', 'колонки', 'молчат']"
6616,ru-RU,train,пожалуйста перезапусти мастера и маргариту,"['пожалуйста', 'перезапусти', 'мастера', 'и', 'маргариту']"
6617,ru-RU,train,я наконец то хочу послушать войну и мир,"['я', 'наконец', 'то', 'хочу', 'послушать', 'войну', 'и', 'мир']"
6618,ru-RU,train,открой название альбома,"['открой', 'название', 'альбома']"
6619,ru-RU,train,включи название песни,"['включи', 'название', 'песни']"
6620,ru-RU,train,открой список стихотворений,"['открой', 'список', 'стихотворений']"
6621,ru-RU,train,возобнови воспроизведение аудиокниги герой нашего времени,"['возобнови', 'воспроизведение', 'аудиокниги', 'герой', 'нашего', 'времени']"
6622,ru-RU,train,включи аудиокнигу война и мир,"['включи', 'аудиокнигу', 'война', 'и', 'мир']"
6623,ru-RU,train,открой и включи преступление и наказание,"['открой', 'и', 'включи', 'преступление', 'и', 'наказание']"
6624,ru-RU,train,включи для меня песню валерия леонтьева из аудиокниги,"['включи', 'для', 'меня', 'песню', 'валерия', 'леонтьева', 'из', 'аудиокниги']"
6625,ru-RU,train,включи мне песню ларисы долиной из аудиокниги,"['включи', 'мне', 'песню', 'ларисы', 'долиной', 'из', 'аудиокниги']"
6626,ru-RU,train,включи сплин из аудиокниги,"['включи', 'сплин', 'из', 'аудиокниги']"
6627,ru-RU,train,включи альбом клавы коки,"['включи', 'альбом', 'клавы', 'коки']"
6628,ru-RU,train,воспроизведи альбом ольги бузовой,"['воспроизведи', 'альбом', 'ольги', 'бузовой']"
6629,ru-RU,train,пожалуйста включи альбом ирины аллегровой,"['пожалуйста', 'включи', 'альбом', 'ирины', 'аллегровой']"
6630,ru-RU,train,включи аудиокнигу бесприданница сначала,"['включи', 'аудиокнигу', 'бесприданница', 'сначала']"
6631,ru-RU,train,открой книги и включи обломова с девятой главы,"['открой', 'книги', 'и', 'включи', 'обломова', 'с', 'девятой', 'главы']"
6632,ru-RU,train,возобнови новейший выпуск аудиокниги,"['возобнови', 'новейший', 'выпуск', 'аудиокниги']"
6633,ru-RU,train,дай мне отзыв на аудиокнигу бестселлер в этом месяце,"['дай', 'мне', 'отзыв', 'на', 'аудиокнигу', 'бестселлер', 'в', 'этом', 'месяце']"
6634,ru-RU,train,включи московскую сагу в audible,"['включи', 'московскую', 'сагу', 'в', 'audible']"
6635,ru-RU,train,возобнови доктора живаго на audible,"['возобнови', 'доктора', 'живаго', 'на', 'audible']"
6636,ru-RU,train,включи войну и мир с места где я остановился,"['включи', 'войну', 'и', 'мир', 'с', 'места', 'где', 'я', 'остановился']"
6637,ru-RU,train,продолжи тихий дон там где мы остановились,"['продолжи', 'тихий', 'дон', 'там', 'где', 'мы', 'остановились']"
6638,ru-RU,train,возобновить песню из аудиокниги клавы коки,"['возобновить', 'песню', 'из', 'аудиокниги', 'клавы', 'коки']"
6639,ru-RU,train,продолжи песню из аудиокниги дани милохина,"['продолжи', 'песню', 'из', 'аудиокниги', 'дани', 'милохина']"
6640,ru-RU,train,возобнови воспроизведение,"['возобнови', 'воспроизведение']"
6641,ru-RU,train,аудио,['аудио']
6642,ru-RU,train,пожалуйста продолжи читать войну и мир,"['пожалуйста', 'продолжи', 'читать', 'войну', 'и', 'мир']"
6643,ru-RU,train,продолжи ревизор с того места где мы остановились,"['продолжи', 'ревизор', 'с', 'того', 'места', 'где', 'мы', 'остановились']"
6644,ru-RU,train,возобнови песню клавы коки из аудиокниги,"['возобнови', 'песню', 'клавы', 'коки', 'из', 'аудиокниги']"
6645,ru-RU,train,музыка один,"['музыка', 'один']"
6646,ru-RU,train,музыка два,"['музыка', 'два']"
6647,ru-RU,train,музыка третья,"['музыка', 'третья']"
6648,ru-RU,train,можешь включить грозу,"['можешь', 'включить', 'грозу']"
6649,ru-RU,train,пожалуйста возобнови текущую песню моргенштерна,"['пожалуйста', 'возобнови', 'текущую', 'песню', 'моргенштерна']"
6650,ru-RU,train,возобнови воспроизведение моей текущей аудиокниги,"['возобнови', 'воспроизведение', 'моей', 'текущей', 'аудиокниги']"
6651,ru-RU,train,продолжить аудиокнигу с того места где я остановился,"['продолжить', 'аудиокнигу', 'с', 'того', 'места', 'где', 'я', 'остановился']"
6652,ru-RU,train,включи альбом аудиокниги,"['включи', 'альбом', 'аудиокниги']"
6653,ru-RU,train,продолжи дальше аудиокнигу булгакова,"['продолжи', 'дальше', 'аудиокнигу', 'булгакова']"
6654,ru-RU,train,alexa возобнови ревизор с того места где я остановился в прошлый раз,"['alexa', 'возобнови', 'ревизор', 'с', 'того', 'места', 'где', 'я', 'остановился', 'в', 'прошлый', 'раз']"
6655,ru-RU,train,начни с моего последнего прослушивания книги преступление и наказание,"['начни', 'с', 'моего', 'последнего', 'прослушивания', 'книги', 'преступление', 'и', 'наказание']"
6656,ru-RU,train,возобнови аудиокнигу война и мир,"['возобнови', 'аудиокнигу', 'война', 'и', 'мир']"
6657,ru-RU,train,включи мой выбранный обьект с предыдущей книги,"['включи', 'мой', 'выбранный', 'обьект', 'с', 'предыдущей', 'книги']"
6658,ru-RU,train,открой audible и продолжи проигрывать книгу которую я слушал,"['открой', 'audible', 'и', 'продолжи', 'проигрывать', 'книгу', 'которую', 'я', 'слушал']"
6659,ru-RU,train,пожалуйста открой audible и возобнови воспроизведение,"['пожалуйста', 'открой', 'audible', 'и', 'возобнови', 'воспроизведение']"
6660,ru-RU,train,возобновить воспроизведение книги с того места где я остановился audible,"['возобновить', 'воспроизведение', 'книги', 'с', 'того', 'места', 'где', 'я', 'остановился', 'audible']"
6661,ru-RU,train,начни капитанскую дочку сначала,"['начни', 'капитанскую', 'дочку', 'сначала']"
6662,ru-RU,train,продолжи книгу война и мир,"['продолжи', 'книгу', 'война', 'и', 'мир']"
6663,ru-RU,train,включи эту аудиокнигу,"['включи', 'эту', 'аудиокнигу']"
6664,ru-RU,train,включи программу где я остановился вчера,"['включи', 'программу', 'где', 'я', 'остановился', 'вчера']"
6665,ru-RU,train,перечисли мне аудиокниги которые я уже прослушал,"['перечисли', 'мне', 'аудиокниги', 'которые', 'я', 'уже', 'прослушал']"
6666,ru-RU,train,включи книгу маугли,"['включи', 'книгу', 'маугли']"
6667,ru-RU,train,воспроизведи мцыри где я остановился,"['воспроизведи', 'мцыри', 'где', 'я', 'остановился']"
6668,ru-RU,train,я хочу послушать войну и мир льва толстого,"['я', 'хочу', 'послушать', 'войну', 'и', 'мир', 'льва', 'толстого']"
6669,ru-RU,train,почитай вишневый сад,"['почитай', 'вишневый', 'сад']"
6670,ru-RU,train,я бы хотел послушать мою аудиокнигу,"['я', 'бы', 'хотел', 'послушать', 'мою', 'аудиокнигу']"
6671,ru-RU,train,включи поп музыку,"['включи', 'поп', 'музыку']"
6672,ru-RU,train,включи книгу,"['включи', 'книгу']"
6673,ru-RU,train,перезапусти книгу максима батырева,"['перезапусти', 'книгу', 'максима', 'батырева']"
6674,ru-RU,train,вернуться на война и мир,"['вернуться', 'на', 'война', 'и', 'мир']"
6675,ru-RU,train,продолжи воспроизведение герой нашего времени,"['продолжи', 'воспроизведение', 'герой', 'нашего', 'времени']"
6676,ru-RU,train,перезагрузить аудиокнигу сорок пять татуировок менеджера,"['перезагрузить', 'аудиокнигу', 'сорок', 'пять', 'татуировок', 'менеджера']"
6677,ru-RU,train,хочу послушать аудиокнигу ревизор,"['хочу', 'послушать', 'аудиокнигу', 'ревизор']"
